Source,Target,link_type
37914,37970,friends
37914,38008,friends
37914,37945,friends
37914,37927,friends
37933,37853,friends
37933,38009,friends
37933,37912,friends
37933,37886,friends
37933,37952,friends
37933,37855,friends
37988,37995,friends
37988,37918,friends
37988,38011,friends
37988,37989,friends
37988,37850,friends
37988,38019,friends
37862,37883,friends
37862,37950,friends
37862,37913,friends
37862,37893,friends
37862,37873,friends
37862,37923,friends
37951,37906,friends
37951,37973,friends
37951,37937,friends
37951,37997,friends
37951,37878,friends
37951,37904,friends
37950,37935,friends
37950,37965,friends
37950,37986,friends
37950,37862,friends
37950,37883,friends
37950,37971,friends
37950,37871,friends
37950,37975,friends
37950,37854,friends
37979,37955,friends
37979,37954,friends
37979,37989,friends
37979,37879,friends
37979,37880,friends
37979,37877,friends
37979,37958,friends
37979,37961,friends
37979,38002,friends
37979,37990,friends
37979,37891,friends
37979,37890,friends
37979,37916,friends
37979,37924,friends
37979,37874,friends
37979,37967,friends
37979,37897,friends
37979,38011,friends
37979,37850,friends
37929,37941,friends
37929,37915,friends
37929,37942,friends
37929,37877,friends
37929,37934,friends
37929,37871,friends
37964,37975,friends
37964,37949,friends
37964,37901,friends
37964,37854,friends
37964,37889,friends
37935,37876,friends
37935,37854,friends
37935,37928,friends
37935,37859,friends
37935,37889,friends
37935,37964,friends
37935,37936,friends
37935,38012,friends
37935,37921,friends
37947,37868,friends
37947,37986,friends
37947,37866,friends
37870,37939,friends
37870,37861,friends
37870,37955,friends
37870,37908,friends
37870,37968,friends
37870,37963,friends
37870,37940,friends
37870,38019,friends
37870,37855,friends
37870,37981,friends
37912,37952,friends
37912,37953,friends
37912,37856,friends
37912,38009,friends
37912,37853,friends
37912,37933,friends
37912,38014,friends
37889,37975,friends
37889,37949,friends
37889,37901,friends
37889,37964,friends
37889,38008,friends
37858,37936,friends
37858,37971,friends
37858,37935,friends
37858,37863,friends
37858,37876,friends
37858,37859,friends
37858,37928,friends
37858,38007,friends
37858,37866,friends
37858,37932,friends
37858,37901,friends
37858,37982,friends
37858,37943,friends
37858,37965,friends
37858,37851,friends
37858,37992,friends
37927,37970,friends
37927,37974,friends
37927,37920,friends
37927,37914,friends
37927,37922,friends
37927,37898,friends
37960,37915,friends
37960,37897,friends
37960,37987,friends
37960,37918,friends
37960,37978,friends
37960,37980,friends
37887,37977,friends
37887,37890,friends
37854,37964,friends
37854,37975,friends
37854,37992,friends
37854,37863,friends
37854,38001,friends
37854,37901,friends
37852,37909,friends
37852,37882,friends
37852,37872,friends
37852,37898,friends
37852,37976,friends
37932,37866,friends
37932,37864,friends
37932,37950,friends
37932,37921,friends
37932,37943,friends
37932,37863,friends
37932,37936,friends
37932,37871,friends
37932,37986,friends
37932,37949,friends
37932,37935,friends
37932,37909,friends
37932,37917,friends
37932,37992,friends
37932,37965,friends
37932,38007,friends
37932,37998,friends
37865,37999,friends
37865,38020,friends
37865,38005,friends
37907,37989,friends
37907,37977,friends
37907,37995,friends
37907,37988,friends
37996,37896,friends
37996,37994,friends
37996,37934,friends
37996,37985,friends
37996,37952,friends
37996,37910,friends
37996,37998,friends
37996,37940,friends
37996,37963,friends
37996,37939,friends
37996,38019,friends
37996,37966,friends
37996,37919,friends
37996,37865,friends
37996,38005,friends
37996,37993,friends
37996,37955,friends
37996,37886,friends
37996,38017,friends
37996,38020,friends
37970,37927,friends
37970,37920,friends
37970,37945,friends
37970,37898,friends
37970,37997,friends
37970,38003,friends
37970,37914,friends
37970,37974,friends
37970,37962,friends
37970,37922,friends
37885,37892,friends
37885,37931,friends
37885,37881,friends
37885,37860,friends
37885,37999,friends
37885,37946,friends
37983,38014,friends
37983,37902,friends
37983,37957,friends
37983,37977,friends
37983,37856,friends
37939,37911,friends
37939,38019,friends
37939,37929,friends
37939,37874,friends
37939,37940,friends
37939,37963,friends
37939,37981,friends
37939,38005,friends
37939,37910,friends
37939,37996,friends
37939,37966,friends
37939,37993,friends
37939,37967,friends
37939,37968,friends
37939,37870,friends
37939,37997,friends
37939,38018,friends
37939,37908,friends
37939,38022,friends
37939,37941,friends
37939,37915,friends
37939,37934,friends
37939,37905,friends
37939,37871,friends
37939,37857,friends
37939,38015,friends
37939,38014,friends
37939,37974,friends
37939,37970,friends
37978,37944,friends
37978,37918,friends
37978,37923,friends
37978,37897,friends
37898,37922,friends
37898,37872,friends
37898,37852,friends
37898,37909,friends
37898,37882,friends
37898,37886,friends
37898,38007,friends
37898,37892,friends
37898,37881,friends
37898,37860,friends
37898,37946,friends
37898,37916,friends
37966,37955,friends
37966,37948,friends
37966,37989,friends
37966,37865,friends
37966,37919,friends
37966,38020,friends
37966,38005,friends
37966,37996,friends
37944,37978,friends
37944,37850,friends
37944,37872,friends
37944,37922,friends
37884,37876,friends
37884,37992,friends
37884,37926,friends
37882,37852,friends
37882,37909,friends
37882,37872,friends
37882,37898,friends
37882,37876,friends
37882,37928,friends
37953,37952,friends
37953,37969,friends
37953,37867,friends
37953,38009,friends
37953,37970,friends
37953,37912,friends
37953,37856,friends
37953,38011,friends
37953,37853,friends
37953,37938,friends
38000,37891,friends
38000,37956,friends
38000,37916,friends
38000,38001,friends
38000,37872,friends
38000,37990,friends
38000,37892,friends
38000,37881,friends
38000,37999,friends
38000,37917,friends
38000,37926,friends
38000,38012,friends
38000,37869,friends
38015,37962,friends
38015,37985,friends
38015,37972,friends
38015,37906,friends
37977,37907,friends
37977,37987,friends
37977,38013,friends
37977,38021,friends
37934,37985,friends
37934,37996,friends
37934,37915,friends
37934,37948,friends
37934,37941,friends
37934,37929,friends
37934,37942,friends
37961,37879,friends
37961,37880,friends
37961,37924,friends
37961,38002,friends
37961,37877,friends
37961,37916,friends
37961,37891,friends
37961,37874,friends
37961,37990,friends
37961,37967,friends
37961,37979,friends
37961,37958,friends
37962,38015,friends
37962,37906,friends
37962,37972,friends
37962,37985,friends
37974,37927,friends
37974,37970,friends
37974,37920,friends
37974,37914,friends
37974,37945,friends
37974,37898,friends
37974,37937,friends
37974,37997,friends
37974,38003,friends
37974,37980,friends
37974,37962,friends
37974,37906,friends
37974,37904,friends
37974,37878,friends
37896,37900,friends
37896,37910,friends
37873,37893,friends
37873,37938,friends
37873,37913,friends
37873,37862,friends
37873,38003,friends
37905,37998,friends
37905,37969,friends
37905,37857,friends
37905,37871,friends
37905,37915,friends
37905,37934,friends
37895,37886,friends
37895,37890,friends
37895,37902,friends
37895,37933,friends
37895,37997,friends
37976,37859,friends
37976,37852,friends
37976,37935,friends
37976,37971,friends
37976,37882,friends
37976,37898,friends
37976,37992,friends
37989,37850,friends
37989,38011,friends
37989,37907,friends
37989,37968,friends
37989,37955,friends
37860,37999,friends
37860,37892,friends
37860,37946,friends
37860,37885,friends
37860,37881,friends
37860,37931,friends
37860,37903,friends
38022,37967,friends
38022,37999,friends
38022,38015,friends
38022,37985,friends
38022,38016,friends
37940,37968,friends
37940,37993,friends
37940,37908,friends
37940,37870,friends
37940,38019,friends
37940,37929,friends
37940,37930,friends
37940,37981,friends
37940,37939,friends
37940,38014,friends
37920,37914,friends
37920,37974,friends
37920,37970,friends
37920,37945,friends
37920,37962,friends
37920,37927,friends
37908,37940,friends
37908,37968,friends
37908,37981,friends
37908,37870,friends
37908,38014,friends
37908,37993,friends
38014,37902,friends
38014,37957,friends
38014,37983,friends
38014,37981,friends
38014,37912,friends
37872,37898,friends
37872,37909,friends
37872,37882,friends
37872,37852,friends
37863,38001,friends
37863,37943,friends
37863,37932,friends
37863,37936,friends
37863,37965,friends
37863,37859,friends
37863,37871,friends
37863,37851,friends
37863,37901,friends
37863,37975,friends
37863,37889,friends
37863,37854,friends
37863,37949,friends
37863,37935,friends
37863,37921,friends
37959,38006,friends
37959,37969,friends
37959,37998,friends
37959,37905,friends
37959,37986,friends
37959,38008,friends
37959,37885,friends
37959,37928,friends
37967,38022,friends
37967,37874,friends
37967,37999,friends
37967,37924,friends
37967,37961,friends
37967,37879,friends
37967,37865,friends
37967,38002,friends
37967,37891,friends
37943,38001,friends
37943,37851,friends
37943,37982,friends
37943,37921,friends
37943,37863,friends
37943,37854,friends
37943,37936,friends
37943,37964,friends
37943,38012,friends
37943,37932,friends
37943,37965,friends
37943,37992,friends
37969,37986,friends
37969,37871,friends
37969,37905,friends
37969,37998,friends
37969,37857,friends
37963,37981,friends
37963,37968,friends
37963,37939,friends
37963,37929,friends
37963,38022,friends
37963,37993,friends
37963,37870,friends
37963,37908,friends
37963,37910,friends
37963,37996,friends
37963,37900,friends
37963,38005,friends
37963,38014,friends
37963,37967,friends
37963,37874,friends
37850,37989,friends
37850,38010,friends
37850,38011,friends
37850,38008,friends
38013,38021,friends
37913,37938,friends
37913,38003,friends
37913,37893,friends
37913,37873,friends
37913,37862,friends
37913,37923,friends
37990,37880,friends
37990,37879,friends
37990,37891,friends
37990,38012,friends
37990,37961,friends
37990,38002,friends
37990,37924,friends
37990,37954,friends
37990,37959,friends
37990,37916,friends
37990,37874,friends
37990,37877,friends
37990,37905,friends
37990,37967,friends
37990,37979,friends
37990,37956,friends
37990,38000,friends
37877,37880,friends
37877,37913,friends
37877,37879,friends
37877,37961,friends
37877,38002,friends
37877,37924,friends
37877,37954,friends
37877,37942,friends
37877,37916,friends
37877,37874,friends
37877,37915,friends
37877,37934,friends
37877,37938,friends
37877,38000,friends
37877,37912,friends
37877,37891,friends
37877,37929,friends
38012,38000,friends
38012,37971,friends
38012,37869,friends
38012,37917,friends
38012,37921,friends
38012,37936,friends
38012,37881,friends
38012,37990,friends
38012,37928,friends
38012,37935,friends
38012,37854,friends
38012,37924,friends
38012,37876,friends
37968,37993,friends
37968,37981,friends
37968,37989,friends
37968,37963,friends
37968,37940,friends
37968,37870,friends
37968,37908,friends
37968,38014,friends
37968,37957,friends
37968,37939,friends
37968,37902,friends
37968,37912,friends
37968,37861,friends
37968,37899,friends
37968,38018,friends
37968,38005,friends
37868,37947,friends
37868,37986,friends
37868,37903,friends
37886,37890,friends
37886,37958,friends
37886,37906,friends
37886,37904,friends
37886,37997,friends
37886,37878,friends
37886,37867,friends
37886,37853,friends
37886,37857,friends
37886,37895,friends
37886,37855,friends
37897,37978,friends
37897,37918,friends
37897,37864,friends
37897,37960,friends
37897,37868,friends
37954,37891,friends
37954,37880,friends
37954,37879,friends
37954,37990,friends
37981,38014,friends
37981,37968,friends
37981,37870,friends
37981,37908,friends
37981,37993,friends
37981,37963,friends
37981,37940,friends
37981,37941,friends
37997,37878,friends
37997,37867,friends
37900,38017,friends
37900,37896,friends
37900,37941,friends
37900,38005,friends
37900,37942,friends
37900,37994,friends
37900,37939,friends
37875,37851,friends
37924,37961,friends
37924,37879,friends
37924,37880,friends
37924,37979,friends
37924,37967,friends
37924,37891,friends
37924,37874,friends
37924,38002,friends
37924,37877,friends
37924,37916,friends
37924,37990,friends
37924,37958,friends
37924,38019,friends
37924,37988,friends
37869,37917,friends
37869,37921,friends
37869,38012,friends
37869,37926,friends
37903,37945,friends
37903,37868,friends
37903,37947,friends
37903,37927,friends
37903,37914,friends
37903,37956,friends
37994,37942,friends
37994,37996,friends
37994,37900,friends
37994,37985,friends
37994,38002,friends
37994,37887,friends
37994,38017,friends
37946,37999,friends
37946,37892,friends
37946,37881,friends
37946,37865,friends
37946,37852,friends
37946,37885,friends
37946,37860,friends
37946,37959,friends
37864,37897,friends
37864,37866,friends
37864,37932,friends
37864,37883,friends
37901,37975,friends
37901,37949,friends
37901,37889,friends
37901,37964,friends
37948,37934,friends
37948,37915,friends
37948,37913,friends
37948,37985,friends
37948,37966,friends
37948,37955,friends
37948,37997,friends
38005,37865,friends
38005,37919,friends
38005,38020,friends
38005,37874,friends
38005,37966,friends
38005,37911,friends
37973,37906,friends
37973,37951,friends
37973,37937,friends
38017,37900,friends
38017,38005,friends
38017,37915,friends
38017,37941,friends
38017,37942,friends
38017,37929,friends
37866,37932,friends
37866,37998,friends
37866,38007,friends
37866,37864,friends
37866,37871,friends
37919,38005,friends
37919,37966,friends
37919,38020,friends
37919,37865,friends
37919,37874,friends
37919,37996,friends
37972,37962,friends
37972,37985,friends
37972,38015,friends
37972,37871,friends
37972,38007,friends
37972,37866,friends
37899,38018,friends
37899,37957,friends
38010,37925,friends
38010,37991,friends
38010,37850,friends
37938,37913,friends
37938,37873,friends
37938,37893,friends
37938,38003,friends
37938,37923,friends
37941,37929,friends
37941,37915,friends
37984,37893,friends
37984,38011,friends
37949,37975,friends
37949,37901,friends
37949,37889,friends
37949,37964,friends
37949,37863,friends
37949,37965,friends
37949,38001,friends
37949,37935,friends
37856,37912,friends
37856,37958,friends
37856,37983,friends
37856,38009,friends
37856,37953,friends
37856,37952,friends
37856,38014,friends
37856,37861,friends
37975,37901,friends
37975,37889,friends
37975,37964,friends
37975,37949,friends
37892,37881,friends
37892,37946,friends
37892,37999,friends
37892,37916,friends
37892,37931,friends
37892,37860,friends
37892,37885,friends
37928,37935,friends
37928,38012,friends
38021,38013,friends
38021,37977,friends
38021,37885,friends
37902,38014,friends
37902,37983,friends
37902,37957,friends
37890,37880,friends
37890,37879,friends
37890,38002,friends
37890,37961,friends
37890,37886,friends
37890,37933,friends
37890,37878,friends
37890,37857,friends
37890,37997,friends
37890,37895,friends
37890,37867,friends
37890,37951,friends
37890,37855,friends
37890,37887,friends
37926,37876,friends
37926,37884,friends
37926,37866,friends
37926,37992,friends
37926,37869,friends
37926,37986,friends
38002,37880,influence
38002,37879,influence
37881,37892,influence
37893,37997,influence
37893,37854,influence
37980,37878,influence
37980,37906,influence
37980,37855,influence
37915,37854,influence
37915,37943,influence
37915,38001,influence
37915,37901,influence
37998,37906,influence
37998,37866,influence
38007,37854,influence
38007,37851,influence
37910,37942,influence
37880,37901,influence
37917,37849,influence
37917,37899,influence
37917,37854,influence
37917,38009,influence
37917,37986,influence
38008,37964,influence
38008,38001,influence
38008,37901,influence
38008,37975,influence
37859,37965,influence
37859,37889,influence
37859,37863,influence
37909,37898,influence
37876,37854,influence
38011,37906,influence
38016,37853,influence
38016,37964,influence
38016,38001,influence
38016,37892,influence
37922,37849,influence
37922,37898,influence
37922,38007,influence
37849,37854,influence
37952,38009,influence
37952,37913,influence
37952,37906,influence
37992,37854,influence
37986,37982,influence
37986,37899,influence
37986,37854,influence
37986,38009,influence
37986,37857,influence
37986,37917,influence
37930,37935,influence
37930,37917,influence
37930,37997,influence
37888,37854,influence
37916,37899,influence
37999,37854,influence
37867,37864,influence
37867,37866,influence
37867,37901,influence
37867,37949,influence
37867,37859,influence
37867,37852,influence
37867,37921,influence
37867,37854,influence
37867,37872,influence
37867,37965,influence
37867,38012,influence
37867,37903,influence
37867,37863,influence
37867,37943,influence
37867,37950,influence
37879,37901,influence
37879,37964,influence
37879,37854,influence
37853,37906,influence
37853,37931,influence
37955,37866,influence
37955,37901,influence
38003,37901,influence
38003,37964,influence
37918,37880,influence
37918,37916,influence
37918,37879,influence
37906,37901,influence
37936,37863,influence
37855,37878,influence
37855,37933,influence
37855,37980,influence
38001,37854,influence
38001,37863,influence
37923,37935,influence
37923,37956,influence
37923,37876,influence
37921,37854,influence
37921,37899,influence
37958,37906,influence
37958,37913,influence
37958,37898,influence
37958,37965,influence
37956,37859,influence
37874,37899,influence
37874,38012,influence
37857,37854,influence
37857,37899,influence
37857,37994,influence
37857,37910,influence
38020,37920,influence
37894,37854,influence
37894,37872,influence
37965,37889,influence
37965,37863,influence
37965,37964,influence
37995,37906,influence
37995,38006,influence
37971,37859,influence
37971,37965,influence
37971,37935,influence
37971,38012,influence
37971,37936,influence
37985,37906,influence
37985,37935,influence
37985,37964,influence
37914,37920,influence
37914,37970,influence
37914,37974,influence
37933,37906,influence
37933,37931,influence
37933,38009,influence
37988,37906,influence
37951,37913,influence
37951,37997,influence
37950,37854,influence
37950,37975,influence
37964,37975,influence
37964,37889,influence
37964,37854,influence
37947,37854,influence
37947,37863,influence
37947,37851,influence
37947,37949,influence
37912,37913,influence
37912,38009,influence
37912,37906,influence
37889,37975,influence
37889,37964,influence
37889,37854,influence
37858,37854,influence
37858,37851,influence
37927,37854,influence
37960,37854,influence
37960,37864,influence
37960,37869,influence
37960,37851,influence
37887,37902,influence
37854,37964,influence
37854,37975,influence
37932,37854,influence
37865,37854,influence
37865,38001,influence
37865,37851,influence
37865,37964,influence
37865,37943,influence
37865,37883,influence
37907,37918,influence
37907,37865,influence
37996,37897,influence
37996,37964,influence
37996,37969,influence
37996,37905,influence
37983,37940,influence
37983,37997,influence
37983,38019,influence
37939,37963,influence
37939,37940,influence
37939,37981,influence
37939,37929,influence
37898,37922,influence
37966,37948,influence
37966,37955,influence
37884,37854,influence
37884,37851,influence
37953,37906,influence
37953,38009,influence
38000,38001,influence
38000,37854,influence
38000,37901,influence
38015,38016,influence
37977,37865,influence
37961,37896,influence
37873,37938,influence
37873,37913,influence
37873,37893,influence
37873,38003,influence
37873,37862,influence
37905,37998,influence
37976,37854,influence
37976,37851,influence
37976,37863,influence
37976,38001,influence
37976,37936,influence
37989,38016,influence
37989,37964,influence
37989,37889,influence
37989,37943,influence
37860,37901,influence
38022,38016,influence
38022,37964,influence
38022,37889,influence
37920,37914,influence
37920,37970,influence
37920,37918,influence
37920,37854,influence
37920,37993,influence
37908,37920,influence
37908,37940,influence
37908,38004,influence
37908,38018,influence
37908,37964,influence
37872,37975,influence
37872,37854,influence
37959,37935,influence
37959,37964,influence
37967,37955,influence
37967,37879,influence
37943,38004,influence
37969,38006,influence
37963,37939,influence
37963,37940,influence
37850,37897,influence
37850,37917,influence
38013,37913,influence
37913,37854,influence
37990,37898,influence
37990,37997,influence
37877,37898,influence
37877,37997,influence
38012,37854,influence
38012,37997,influence
38012,37917,influence
37968,37854,influence
37968,37964,influence
37868,37854,influence
37868,37889,influence
37868,37863,influence
37886,37949,influence
37886,37975,influence
37886,37917,influence
37886,37905,influence
37886,37901,influence
37886,37866,influence
37886,37852,influence
37886,37898,influence
37886,37965,influence
37886,37859,influence
37886,38012,influence
37886,37863,influence
37886,37921,influence
37886,37986,influence
37897,37854,influence
37954,37851,influence
37954,37854,influence
37954,37901,influence
37981,37940,influence
37981,38014,influence
37981,37968,influence
37981,37870,influence
37997,37854,influence
37997,37899,influence
37900,38018,influence
37900,37899,influence
37924,37896,influence
37869,37854,influence
37903,37975,influence
37903,37854,influence
37903,37898,influence
37994,37917,influence
37994,37897,influence
37994,37964,influence
37946,38016,influence
37946,38018,influence
37864,37854,influence
37901,37975,influence
37901,37949,influence
37901,37964,influence
37948,37997,influence
38005,37907,influence
37973,37853,influence
37973,37964,influence
38017,37899,influence
38017,38018,influence
37972,38018,influence
37899,38018,influence
38010,37868,influence
38010,37995,influence
38010,37925,influence
38010,37991,influence
37938,37935,influence
37941,37854,influence
37984,37854,influence
37949,37901,influence
37949,37975,influence
37856,37906,influence
37928,37964,influence
37928,37896,influence
37890,37901,influence
37890,37964,influence
37926,37854,influence
37881,37892,feedback
37881,37885,feedback
37980,37855,feedback
37980,37906,feedback
37915,37960,feedback
37998,37886,feedback
37998,37985,feedback
37998,37906,feedback
38007,37888,feedback
37982,37943,feedback
37982,37849,feedback
37910,37900,feedback
37851,37922,feedback
37993,37940,feedback
37880,37890,feedback
37880,37979,feedback
37880,37891,feedback
37917,37926,feedback
37917,37986,feedback
38008,37931,feedback
38008,37914,feedback
38008,38006,feedback
37859,37965,feedback
37876,38012,feedback
37876,37928,feedback
38011,37995,feedback
38011,37989,feedback
38011,37908,feedback
38011,37923,feedback
38016,38022,feedback
38016,37967,feedback
37952,37933,feedback
37952,37853,feedback
38019,37940,feedback
37992,37849,feedback
37986,37914,feedback
37986,37857,feedback
37986,37917,feedback
37888,38007,feedback
37916,37880,feedback
37916,37918,feedback
37916,38012,feedback
37999,38022,feedback
37867,37878,feedback
37891,38006,feedback
37891,37985,feedback
37853,37855,feedback
37945,38006,feedback
37878,37997,feedback
37878,37904,feedback
37878,37857,feedback
37955,37979,feedback
38003,37893,feedback
38003,37873,feedback
38003,37906,feedback
37918,37906,feedback
37906,37849,feedback
37906,37997,feedback
37936,37932,feedback
37936,37863,feedback
37855,37933,feedback
37855,37980,feedback
37855,37878,feedback
37855,37879,feedback
38001,38000,feedback
37921,37914,feedback
37921,37936,feedback
37921,37866,feedback
37857,37867,feedback
37857,37986,feedback
37904,37878,feedback
37904,37997,feedback
38006,37906,feedback
37894,37886,feedback
37894,37895,feedback
37965,38008,feedback
37995,38006,feedback
37971,37998,feedback
37971,37882,feedback
37971,37936,feedback
37971,37876,feedback
37971,37859,feedback
37971,37965,feedback
37971,38012,feedback
37985,37906,feedback
37985,37915,feedback
37985,37948,feedback
37985,37996,feedback
37985,37860,feedback
37985,38015,feedback
37914,37920,feedback
37914,38008,feedback
37933,37997,feedback
37988,37906,feedback
37862,37855,feedback
37951,37906,feedback
37951,37997,feedback
37951,37878,feedback
37950,37884,feedback
37950,37876,feedback
37929,37934,feedback
37964,37975,feedback
37964,37889,feedback
37947,37888,feedback
37947,37995,feedback
37947,37868,feedback
37870,38019,feedback
37912,37933,feedback
37889,37964,feedback
37889,37975,feedback
37889,37859,feedback
37858,37971,feedback
37858,37936,feedback
37858,37935,feedback
37927,37878,feedback
37927,37855,feedback
37960,37915,feedback
37887,37902,feedback
37854,37964,feedback
37854,37975,feedback
37852,37909,feedback
37932,37936,feedback
37932,37866,feedback
37907,37989,feedback
37907,37977,feedback
37996,37993,feedback
37996,37994,feedback
37970,37974,feedback
37970,37927,feedback
37970,37920,feedback
37885,37931,feedback
37885,37892,feedback
37885,37881,feedback
37983,37856,feedback
37983,38014,feedback
37983,37902,feedback
37939,37963,feedback
37939,37870,feedback
37978,37988,feedback
37966,37996,feedback
37966,37955,feedback
37944,37978,feedback
37884,37926,feedback
37953,37985,feedback
38000,37990,feedback
38015,37906,feedback
37977,37907,feedback
37977,38013,feedback
37961,37958,feedback
37961,37891,feedback
37962,37906,feedback
37974,37970,feedback
37974,37927,feedback
37974,37914,feedback
37974,37920,feedback
37896,37996,feedback
37896,37900,feedback
37873,37962,feedback
37873,38015,feedback
37905,37998,feedback
37895,37902,feedback
37895,37890,feedback
37895,37886,feedback
37976,37898,feedback
37989,37850,feedback
37989,38022,feedback
37989,38011,feedback
37860,37999,feedback
37860,37881,feedback
38022,37967,feedback
37920,37914,feedback
37920,38003,feedback
37908,37993,feedback
38014,37981,feedback
37872,37898,feedback
37959,37928,feedback
37959,37985,feedback
37959,37989,feedback
37967,37874,feedback
37967,38022,feedback
37967,37924,feedback
37969,37902,feedback
37969,38006,feedback
37963,37981,feedback
37963,37939,feedback
37963,37929,feedback
37963,37870,feedback
37850,37989,feedback
37850,38008,feedback
38013,38021,feedback
38013,37977,feedback
37913,37938,feedback
37913,37893,feedback
37913,38003,feedback
37990,38012,feedback
37990,37874,feedback
37990,37916,feedback
37877,37961,feedback
37877,37880,feedback
38012,37916,feedback
38012,37990,feedback
37868,37888,feedback
37868,37947,feedback
37886,37958,feedback
37886,37867,feedback
37954,37906,feedback
37981,37941,feedback
37981,38014,feedback
37981,37968,feedback
37981,37870,feedback
37997,37878,feedback
37924,37988,feedback
37903,37956,feedback
37903,37945,feedback
37994,37996,feedback
37994,37993,feedback
37946,37892,feedback
37946,37885,feedback
37901,37975,feedback
37948,37906,feedback
37973,37906,feedback
37973,37951,feedback
37866,37914,feedback
37866,37909,feedback
37919,37966,feedback
37919,37861,feedback
37938,37873,feedback
37938,38003,feedback
37941,37915,feedback
37984,37898,feedback
37984,37878,feedback
37975,37931,feedback
37892,37885,feedback
37892,37881,feedback
37928,37876,feedback
37928,37882,feedback
38021,38013,feedback
38021,37977,feedback
37902,37905,feedback
37902,37887,feedback
38002,37954,more_time
37881,37916,more_time
37893,37873,more_time
37893,37913,more_time
37893,38003,more_time
37915,38017,more_time
37998,37971,more_time
37998,37936,more_time
37998,37868,more_time
37998,37888,more_time
38007,37883,more_time
37982,37849,more_time
37982,37883,more_time
37982,37943,more_time
37910,38004,more_time
37851,37875,more_time
37851,37943,more_time
37880,37961,more_time
37880,37958,more_time
37880,37979,more_time
37880,38003,more_time
37880,37916,more_time
37880,37879,more_time
37880,37924,more_time
37880,37918,more_time
37880,37877,more_time
37880,37891,more_time
37880,37954,more_time
37880,38002,more_time
37880,37890,more_time
37917,37921,more_time
37917,37869,more_time
37917,37986,more_time
37917,37876,more_time
37917,37884,more_time
37917,37859,more_time
38008,38006,more_time
38008,37986,more_time
38008,37914,more_time
37859,37975,more_time
37859,37949,more_time
37859,37851,more_time
37859,37901,more_time
37909,37872,more_time
37909,37851,more_time
37909,38001,more_time
37876,37992,more_time
38011,37988,more_time
38011,38003,more_time
38011,37850,more_time
38011,37906,more_time
38011,37916,more_time
38011,37914,more_time
38011,37920,more_time
38016,38022,more_time
37922,37898,more_time
37849,37889,more_time
37849,38001,more_time
37849,37854,more_time
37952,37853,more_time
38019,37988,more_time
38019,37870,more_time
38019,37940,more_time
37992,37854,more_time
37992,37876,more_time
37986,37917,more_time
37986,37857,more_time
37986,38008,more_time
37986,37883,more_time
37986,37931,more_time
37986,37866,more_time
37986,37947,more_time
37930,37994,more_time
37930,37940,more_time
37888,37868,more_time
37888,37884,more_time
37888,37947,more_time
37916,38003,more_time
37999,37881,more_time
37999,37885,more_time
37999,37865,more_time
37999,38020,more_time
37999,37860,more_time
37999,37892,more_time
37999,38022,more_time
37867,37886,more_time
37879,37958,more_time
37879,37961,more_time
37879,38003,more_time
37879,37979,more_time
37879,37924,more_time
37879,37916,more_time
37879,37891,more_time
37879,37880,more_time
37879,37918,more_time
37879,37877,more_time
37891,37990,more_time
37891,38012,more_time
37853,37931,more_time
37945,37903,more_time
37945,37956,more_time
37945,37988,more_time
37945,37891,more_time
37945,38006,more_time
37878,37857,more_time
37878,37997,more_time
37878,37995,more_time
37878,37904,more_time
37878,37867,more_time
37878,37906,more_time
37878,37886,more_time
37878,37958,more_time
37878,37985,more_time
37878,37974,more_time
37878,37969,more_time
37878,37927,more_time
37955,37870,more_time
37955,37979,more_time
37955,37966,more_time
38003,37970,more_time
38003,37974,more_time
38003,37893,more_time
38003,37913,more_time
38003,37873,more_time
38003,37938,more_time
38003,37879,more_time
38003,37880,more_time
37918,37916,more_time
37918,37879,more_time
37918,37880,more_time
37906,37920,more_time
37906,37962,more_time
37936,37943,more_time
37936,37863,more_time
37936,37859,more_time
37936,37971,more_time
37936,37928,more_time
37936,38012,more_time
37855,37980,more_time
37855,37933,more_time
37855,37878,more_time
38001,37863,more_time
38001,37943,more_time
38001,37851,more_time
38001,37854,more_time
37942,37929,more_time
37942,37994,more_time
37942,37915,more_time
37923,37893,more_time
37921,37932,more_time
37958,37879,more_time
37958,37880,more_time
37958,37856,more_time
37958,37906,more_time
37958,37904,more_time
37958,37878,more_time
37958,37886,more_time
37958,37877,more_time
37958,37961,more_time
37958,37967,more_time
37958,37874,more_time
37883,37875,more_time
37883,37949,more_time
37883,37975,more_time
37956,37903,more_time
37956,37945,more_time
37874,38000,more_time
37874,37891,more_time
37874,37919,more_time
37874,38005,more_time
37857,37867,more_time
37857,37986,more_time
37857,37893,more_time
37857,37913,more_time
37857,37940,more_time
37857,37997,more_time
37857,37931,more_time
37904,37878,more_time
37904,37867,more_time
37904,37996,more_time
37904,37906,more_time
37904,37886,more_time
37904,37894,more_time
37904,37995,more_time
37904,37969,more_time
37904,37927,more_time
37904,37944,more_time
37904,37892,more_time
37904,37879,more_time
38020,37940,more_time
38020,38019,more_time
38006,38008,more_time
38006,37937,more_time
38006,38010,more_time
38006,37922,more_time
37894,37920,more_time
37894,37927,more_time
37965,37975,more_time
37965,37949,more_time
37965,37901,more_time
37965,38001,more_time
37965,37851,more_time
37995,37988,more_time
37995,38011,more_time
37995,37937,more_time
37971,38012,more_time
37971,37882,more_time
37971,37876,more_time
